,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month
3446,4.8,4.73,4.67,4.96,4.96,4.93,4.8,0.64
3447,4.33,4.67,4.33,5.0,5.0,5.0,4.67,1.03
3448,4.81,4.86,4.77,4.82,4.82,4.89,4.61,0.91
3449,4.8,4.9,4.8,4.9,5.0,4.9,4.7,1.0
3450,4.99,4.98,5.0,5.0,4.99,4.98,4.95,1.35
3451,4.0,4.0,4.0,5.0,5.0,5.0,5.0,0.02
3452,4.84,4.9,4.8,4.54,4.8,4.99,4.74,3.06
3453,4.93,4.92,4.82,4.95,4.98,4.91,4.81,2.86
3454,4.87,4.92,4.92,4.97,4.96,4.86,4.9,1.31
3455,4.61,4.69,4.74,4.8,4.73,4.86,4.67,5.65
3456,5.0,5.0,4.71,5.0,5.0,4.86,5.0,0.1
3457,4.9,4.89,4.64,4.92,4.87,4.97,4.57,0.87
3458,4.8,4.9,4.8,4.9,5.0,4.9,4.7,1.0
3459,4.8,4.8,5.0,5.0,5.0,5.0,4.9,0.14
3460,4.8,4.9,4.8,4.9,5.0,4.9,4.7,1.0
3461,4.79,4.95,4.74,4.79,4.89,5.0,4.74,0.29
3462,4.8,4.9,4.8,4.9,5.0,4.9,4.7,1.0
3463,4.72,4.79,4.75,4.52,4.74,4.97,4.64,5.62
3464,4.92,4.83,4.92,4.83,5.0,5.0,4.67,0.18
3465,4.83,4.83,4.8,4.9,4.91,4.93,4.8,2.51
3466,4.63,4.73,4.54,4.8,4.63,4.89,4.7,2.02
3467,4.75,5.0,4.75,5.0,5.0,5.0,4.75,0.07
3468,4.69,5.0,4.77,4.69,4.85,4.77,4.69,0.19
3469,4.8,4.84,4.68,4.48,4.68,4.92,4.48,0.4
3470,4.75,4.72,4.78,4.91,4.81,4.75,4.71,1.01
3471,4.84,4.86,4.91,4.88,4.88,4.95,4.75,4.06
3472,4.8,4.9,4.8,4.9,5.0,4.9,4.7,1.0
3473,4.8,4.9,4.8,4.9,5.0,4.9,4.7,1.0
3474,4.8,4.9,4.8,4.9,5.0,4.9,4.7,1.0
3475,5.0,4.5,4.25,5.0,5.0,4.0,5.0,0.06
3476,4.99,4.99,4.98,4.97,5.0,4.94,4.9,1.31
3477,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.04
3478,4.86,4.94,4.82,4.96,4.94,4.94,4.8,0.75
3479,4.84,4.78,4.74,4.82,4.92,4.77,4.74,1.25
3480,4.6,5.0,5.0,4.6,4.6,4.9,4.9,0.15
3481,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.03
3482,4.8,4.9,4.8,4.9,5.0,4.9,4.7,1.0
3483,4.74,4.76,4.85,4.9,4.93,4.65,4.68,1.98
3484,4.29,4.14,4.86,3.29,4.14,4.29,4.29,0.1
3485,4.5,4.63,4.75,4.88,4.92,4.79,4.25,0.39
3486,4.63,4.86,4.61,4.86,4.72,4.8,4.6,1.59
3487,4.5,4.5,4.5,5.0,5.0,5.0,4.0,0.03
3488,1.0,1.0,1.0,2.0,2.0,5.0,3.0,0.02
3489,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.03
3490,4.89,4.89,4.93,4.95,4.95,4.92,4.66,2.16
3491,4.33,4.33,3.33,4.83,4.83,4.83,4.0,0.1
3492,4.8,4.9,4.8,4.9,5.0,4.9,4.7,1.0
3493,4.98,4.98,4.98,5.0,5.0,4.93,4.78,0.66
3494,4.65,4.63,4.82,4.72,4.74,4.83,4.64,1.66
3495,4.75,5.0,4.75,5.0,5.0,5.0,4.75,0.12
3496,5.0,5.0,5.0,5.0,5.0,5.0,4.4,0.08
3497,4.6,4.7,4.5,4.7,4.8,4.9,4.6,0.15
3498,4.66,4.75,4.69,4.78,4.84,4.92,4.72,1.79
3499,4.8,4.9,4.8,4.9,5.0,4.9,4.7,1.0
3500,4.82,4.84,4.89,4.99,4.95,4.77,4.63,1.34
3501,4.57,4.71,4.21,4.91,4.87,4.84,4.57,1.22
3502,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.01
3503,4.68,4.8,4.76,4.83,4.77,4.95,4.58,2.52
3504,4.84,4.89,4.77,4.92,4.96,4.95,4.8,2.93
3505,4.71,4.86,4.55,4.86,4.85,4.88,4.67,0.95
3506,4.8,4.9,4.8,4.9,5.0,4.9,4.7,1.0
3507,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.06
3508,4.82,4.79,4.7,4.94,4.93,4.98,4.73,1.78
3509,4.94,4.89,4.89,5.0,4.94,4.94,4.67,0.27
3510,4.84,4.93,4.56,4.81,4.93,4.7,4.81,0.62
3511,4.89,4.78,4.89,5.0,4.94,4.78,4.5,0.27
3512,4.8,4.9,4.8,4.9,5.0,4.9,4.7,1.0
3513,3.97,4.06,4.32,4.41,4.38,4.47,3.76,0.49
3514,4.51,4.63,4.54,4.94,4.69,4.97,4.4,0.66
3515,4.12,3.88,4.29,4.41,4.29,4.59,3.88,0.29
3516,4.65,4.58,4.53,4.85,4.85,4.83,4.4,0.58
3517,4.91,4.94,4.9,4.94,4.94,4.92,4.82,3.95
3518,4.84,4.89,4.84,4.92,4.94,4.88,4.88,3.35
3519,4.67,4.67,4.55,4.91,4.87,4.74,4.64,1.24
3520,4.63,4.79,4.42,5.0,4.89,4.68,4.47,0.28
3521,5.0,5.0,5.0,5.0,5.0,4.5,5.0,0.03
3522,4.93,4.95,4.93,4.93,4.95,4.93,4.88,1.59
3523,4.78,4.87,4.79,4.91,4.91,4.76,4.76,1.27
3524,4.21,4.48,4.17,4.45,4.21,4.74,4.04,1.21
3525,4.97,5.0,5.0,4.94,4.97,4.94,4.97,1.02
3526,4.74,4.73,4.75,4.82,4.82,4.61,4.64,2.29
3527,4.87,4.84,4.86,4.99,4.97,4.71,4.76,1.32
3528,4.77,4.8,4.74,4.64,4.85,4.77,4.6,1.24
3529,4.8,4.9,4.8,4.9,5.0,4.9,4.7,1.0
3530,3.0,4.5,3.0,5.0,5.0,5.0,3.5,0.03
3531,4.91,5.0,4.91,4.97,5.0,4.94,4.76,0.49
3532,4.6,4.8,4.2,4.6,4.9,5.0,4.5,0.15
3533,5.0,4.88,5.0,5.0,5.0,4.71,5.0,0.25
3534,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.06
3535,4.82,4.92,4.96,4.9,4.92,4.88,4.88,0.72
3536,4.91,4.92,4.88,4.94,4.97,4.98,4.84,3.65
3537,4.8,4.9,4.8,4.9,5.0,4.9,4.7,1.0
3538,4.86,4.81,4.8,4.92,4.9,4.7,4.75,1.89
3539,5.0,5.0,5.0,5.0,5.0,4.33,5.0,0.05
3540,4.98,4.95,4.98,4.98,4.98,5.0,4.71,0.8
3541,4.8,4.8,4.4,4.87,4.87,4.8,4.8,0.23
3542,4.8,4.9,4.8,4.9,5.0,4.9,4.7,1.0
3543,4.56,4.68,4.7,4.82,4.76,4.8,4.58,1.03
3544,4.5,4.5,4.33,4.75,4.33,4.75,4.42,0.2
3545,4.58,4.65,4.65,4.85,4.58,4.73,4.54,0.43
3546,4.82,4.84,4.68,4.77,4.91,4.99,4.69,3.09
3547,4.8,4.9,4.8,4.9,5.0,4.9,4.7,1.0
3548,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.03
3549,4.63,4.64,4.68,4.8,4.67,4.69,4.57,1.61
3550,4.8,4.9,4.8,4.9,5.0,4.9,4.7,1.0
3551,4.98,5.0,4.98,4.98,5.0,4.93,4.88,0.62
3552,4.0,4.0,3.5,5.0,5.0,4.5,4.5,0.03
3553,4.88,4.81,4.44,4.88,4.94,4.88,4.75,0.25
3554,4.72,4.79,4.81,4.88,4.84,4.65,4.75,2.0
3555,4.81,4.85,4.73,4.73,4.85,5.0,4.65,0.4
3556,4.94,4.91,4.96,4.96,4.95,4.84,4.89,1.18
3557,4.7,4.79,4.72,4.82,4.7,4.81,4.65,5.67
3558,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.05
3559,4.86,4.77,4.77,4.91,4.83,4.77,4.86,0.53
3560,4.86,4.83,4.95,4.9,4.92,4.9,4.73,0.89
3561,4.39,4.65,4.0,4.94,4.68,4.97,4.45,0.49
3562,4.96,4.99,4.98,4.99,4.98,4.85,4.93,1.98
3563,4.83,4.88,4.93,4.94,4.96,4.87,4.71,2.42
3564,4.25,3.75,3.75,3.75,4.25,4.5,4.5,0.06
3565,4.94,4.92,4.68,4.96,4.97,4.84,4.94,3.74
3566,4.8,4.73,4.53,5.0,4.93,4.87,4.53,0.22
3567,4.5,4.5,4.0,4.5,5.0,5.0,4.0,0.03
3568,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.02
3569,4.64,4.91,4.59,4.82,4.82,5.0,4.41,0.33
3570,4.67,4.87,4.33,4.93,5.0,4.93,4.67,0.24
3571,4.2,4.2,3.2,4.8,5.0,4.8,4.8,0.08
3572,4.67,4.78,4.76,4.8,4.75,4.88,4.61,3.94
3573,4.5,4.42,4.56,4.72,4.69,4.67,4.33,0.59
3574,4.68,4.75,4.81,4.72,4.7,4.85,4.75,0.82
3575,4.6,4.71,4.79,4.78,4.79,4.77,4.56,2.52
3576,4.96,4.96,4.98,4.85,4.96,4.91,4.91,0.79
3577,4.85,4.85,4.73,4.92,4.88,5.0,4.85,0.42
3578,4.55,4.49,4.61,4.41,4.8,4.61,4.47,0.76
3579,5.0,5.0,5.0,5.0,5.0,5.0,4.0,0.06
3580,4.9,4.93,4.94,5.0,4.99,4.96,4.72,2.15
3581,4.99,4.96,4.94,4.94,4.94,4.97,4.83,1.28
3582,4.86,4.85,4.91,4.95,4.98,4.94,4.77,2.6
3583,4.55,4.66,4.71,4.81,4.75,4.76,4.51,2.2
3584,4.54,4.56,4.65,4.74,4.72,4.73,4.52,4.27
3585,4.6,4.64,4.72,4.84,4.68,4.64,4.64,0.4
3586,4.41,4.56,4.67,4.64,4.52,4.68,4.41,1.2
3587,4.8,4.9,4.8,4.9,5.0,4.9,4.7,1.0
3588,4.82,4.86,4.84,4.89,4.95,4.95,4.78,2.32
3589,4.75,4.85,4.76,4.87,4.8,4.88,4.76,1.94
3590,4.84,4.88,4.68,4.92,4.87,4.9,4.76,1.79
3591,4.75,4.87,4.72,4.95,4.89,4.92,4.75,1.64
3592,4.54,4.54,4.46,4.77,4.77,5.0,4.15,0.2
3593,5.0,4.75,4.75,5.0,5.0,5.0,5.0,0.06
3594,4.8,4.9,4.8,4.9,5.0,4.9,4.7,1.0
3595,4.9,4.9,4.88,4.78,4.94,4.9,4.75,2.22
3596,4.96,4.94,4.98,4.8,5.0,5.0,4.84,0.75
3597,4.48,4.66,4.8,4.77,4.7,4.8,4.5,0.9
3598,4.57,5.0,5.0,4.86,4.64,4.93,4.71,0.21
3599,4.97,5.0,4.97,4.97,4.97,5.0,4.94,0.67
3600,4.69,4.69,4.62,4.93,4.83,4.79,4.31,0.46
3601,4.52,4.76,4.43,4.71,5.0,4.95,4.76,0.32
3602,5.0,5.0,4.25,5.0,5.0,5.0,4.75,0.06
3603,4.8,4.9,4.8,4.9,5.0,4.9,4.7,1.0
3604,4.8,4.9,4.8,4.9,5.0,4.9,4.7,1.0
3605,4.96,4.96,4.97,4.97,4.97,4.98,4.89,3.78
3606,5.0,4.88,5.0,4.83,4.92,5.0,4.71,2.38
3607,5.0,4.67,4.67,4.67,4.33,5.0,4.33,0.04
3608,5.0,5.0,5.0,5.0,4.5,4.5,4.5,0.03
3609,4.33,4.44,4.44,4.67,4.67,4.44,4.39,0.27
3610,4.88,4.96,4.75,4.88,4.96,4.83,4.92,0.36
3611,5.0,5.0,5.0,5.0,5.0,5.0,4.0,0.02
3612,5.0,3.0,5.0,4.0,5.0,5.0,4.0,0.02
3613,4.68,4.76,4.6,4.79,4.87,4.86,4.41,1.28
3614,4.5,4.8,4.8,4.6,4.9,4.9,4.6,0.17
3615,4.5,4.75,4.75,4.92,4.67,4.33,4.58,0.18
3616,4.8,4.9,4.8,4.9,5.0,4.9,4.7,1.0
3617,4.97,4.97,4.9,4.98,4.98,4.98,4.88,2.78
3618,4.88,4.93,4.85,4.93,4.95,4.97,4.9,1.09
3619,4.41,4.48,4.15,4.8,4.56,4.54,4.35,1.57
3620,4.92,4.97,4.96,4.99,4.95,4.97,4.96,1.14
3621,4.71,4.84,4.86,4.93,4.86,4.73,4.72,3.24
3622,4.45,4.64,4.4,4.76,4.69,4.52,4.23,1.26
3623,4.72,4.75,4.57,4.91,4.96,4.94,4.49,0.79
3624,4.91,4.92,4.96,4.95,4.95,4.92,4.93,3.56
3625,4.8,4.9,4.8,4.9,5.0,4.9,4.7,1.0
3626,4.25,4.35,3.88,4.72,4.32,4.87,4.16,1.01
3627,4.7,4.7,4.77,5.0,4.7,4.93,4.67,0.46
3628,4.39,4.54,4.36,4.46,4.56,4.89,4.42,1.47
3629,4.63,4.75,5.0,4.88,4.75,4.88,4.5,0.12
3630,4.65,4.73,4.23,4.84,4.89,4.92,4.55,1.09
3631,4.63,4.67,4.34,4.76,4.73,4.96,4.59,4.27
3632,4.41,4.48,4.15,4.79,4.68,4.9,4.36,2.43
3633,4.2,4.4,4.6,5.0,4.8,5.0,3.8,0.09
3634,4.89,4.95,4.91,4.95,4.94,4.98,4.75,1.05
3635,4.92,4.85,5.0,4.92,4.95,4.87,4.74,0.6
3636,4.71,4.86,4.88,4.77,4.86,4.83,4.76,1.41
3637,4.85,4.86,4.83,4.9,4.94,4.78,4.76,1.2
3638,4.76,4.82,4.69,4.84,4.9,4.94,4.7,2.66
3639,4.65,4.76,4.75,4.87,4.89,4.84,4.6,0.97
3640,4.75,4.91,4.81,5.0,4.97,4.97,4.56,0.48
3641,5.0,4.67,4.33,5.0,5.0,4.67,4.33,0.17
3642,4.94,4.95,4.96,4.98,4.97,4.97,4.82,5.1
3643,4.67,4.33,4.33,3.67,4.0,4.67,4.33,0.05
3644,4.87,4.83,4.85,4.88,4.89,4.84,4.88,1.53
3645,4.8,4.9,4.8,4.9,5.0,4.9,4.7,1.0
3646,4.85,4.9,4.95,4.97,5.0,4.92,4.82,0.63
3647,4.63,4.7,4.64,4.53,4.81,4.83,4.53,1.85
3648,4.0,4.0,5.0,5.0,4.0,5.0,4.0,0.48
3649,4.8,4.6,4.8,4.6,5.0,5.0,4.8,0.2
3650,4.8,4.88,4.7,4.87,4.9,4.91,4.74,2.42
3651,4.5,4.64,4.52,4.79,4.76,4.91,4.51,1.77
3652,4.81,4.8,4.69,4.95,4.9,4.94,4.71,2.43
3653,4.88,4.88,4.91,4.94,4.97,4.91,4.48,0.67
3654,4.93,4.95,4.93,4.98,4.95,4.84,4.89,0.66
3655,4.89,4.83,4.94,4.72,4.89,4.72,4.67,0.57
3656,4.69,4.79,4.79,4.92,4.9,5.0,4.56,0.6
3657,4.24,4.35,4.32,4.68,4.76,4.7,4.25,2.42
3658,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.02
3659,4.83,4.89,4.85,4.95,4.92,4.91,4.76,2.33
3660,4.71,4.48,4.14,4.9,4.71,4.86,4.14,0.32
3661,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.06
3662,3.93,4.2,3.98,4.43,4.28,4.54,3.89,0.69
3663,4.75,4.86,4.77,4.95,4.9,4.73,4.76,3.13
3664,4.8,4.83,4.79,4.96,4.95,4.89,4.78,3.47
3665,4.92,4.95,4.88,4.86,4.95,4.85,4.82,2.69
3666,5.0,5.0,5.0,5.0,5.0,5.0,4.86,0.1
3667,4.91,5.0,5.0,5.0,5.0,5.0,4.64,0.16
3668,4.78,4.86,4.68,4.86,4.6,4.92,4.52,0.78
3669,4.41,4.34,4.42,4.84,4.65,4.95,4.34,2.41
3670,4.8,4.9,4.8,4.9,5.0,4.9,4.7,1.0
3671,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.05
3672,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.02
3673,4.91,5.0,4.73,4.55,4.91,4.91,4.91,0.18
3674,4.19,4.48,4.56,4.78,4.59,4.93,4.41,0.43
3675,5.0,5.0,4.6,5.0,5.0,5.0,4.2,0.14
3676,4.8,4.9,4.8,4.9,5.0,4.9,4.7,1.0
3677,4.93,4.86,5.0,5.0,5.0,5.0,4.86,0.21
3678,4.8,4.9,4.8,4.9,5.0,4.9,4.7,1.0
3679,4.78,4.78,4.46,4.93,4.78,4.78,4.52,0.82
3680,4.98,4.94,4.98,4.98,5.0,5.0,4.88,0.72
3681,4.9,4.86,4.78,4.85,4.97,4.85,4.72,2.22
3682,5.0,5.0,4.67,5.0,5.0,5.0,4.56,0.17
3683,4.9,4.9,4.85,4.95,5.0,4.85,4.9,0.32
3684,4.33,4.33,4.0,5.0,4.83,4.67,4.33,0.09
3685,4.97,4.91,4.94,5.0,4.97,4.97,4.85,2.92
3686,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.03
3687,4.89,4.89,4.78,5.0,4.78,4.89,4.78,0.46
3688,5.0,4.0,5.0,5.0,5.0,5.0,3.0,0.02
3689,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.06
3690,4.8,4.9,4.8,4.9,5.0,4.9,4.7,1.0
3691,4.8,4.9,4.8,4.9,5.0,4.9,4.7,1.0
3692,4.82,4.82,4.91,5.0,4.73,4.82,4.82,0.17
3693,4.41,4.68,3.66,4.78,4.76,4.9,4.61,0.61
3694,5.0,5.0,5.0,4.96,4.98,4.92,4.92,4.97
3695,4.72,4.65,4.67,4.91,4.92,4.92,4.75,1.33
3696,4.92,4.94,4.98,4.9,4.98,4.93,4.85,1.48
3697,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.08
3698,4.81,4.74,4.81,4.81,4.96,4.78,4.7,0.42
3699,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.03
3700,4.67,4.87,4.65,4.94,4.84,4.71,4.66,1.55
3701,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.05
3702,4.3,4.17,4.3,4.74,4.65,4.91,4.39,0.37
3703,5.0,4.75,4.25,4.5,4.75,5.0,4.5,0.07
3704,5.0,5.0,4.33,5.0,4.67,5.0,5.0,0.06
3705,4.93,5.0,4.79,5.0,5.0,5.0,4.93,0.24
3706,4.97,4.88,4.85,5.0,5.0,4.74,4.85,0.54
3707,4.94,4.94,4.67,5.0,4.94,4.89,4.89,0.28
3708,4.81,4.79,4.76,4.98,4.95,4.95,4.69,1.92
3709,5.0,5.0,5.0,4.67,5.0,5.0,4.67,0.22
3710,4.94,5.0,4.78,5.0,5.0,4.94,4.89,0.29
3711,4.68,4.68,4.82,4.82,4.79,4.46,4.64,0.44
3712,4.9,4.9,4.85,4.82,4.91,4.94,4.79,1.02
3713,4.8,4.9,4.8,4.9,5.0,4.9,4.7,1.0
3714,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.02
3715,4.66,4.62,4.59,4.9,4.97,4.93,4.76,0.44
3716,4.8,4.9,4.8,4.9,5.0,4.9,4.7,1.0
3717,4.94,4.97,4.99,4.99,4.94,4.87,4.94,1.04
3718,4.86,4.88,4.9,4.9,4.94,4.81,4.91,1.64
3719,4.59,4.68,4.3,4.91,4.85,4.72,4.63,1.24
3720,4.37,4.63,4.26,4.84,4.79,4.74,4.58,0.29
3721,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.02
3722,4.42,4.5,4.67,4.5,4.33,4.83,4.58,0.19
3723,4.48,4.81,4.57,4.76,4.52,4.95,4.43,0.32
3724,4.59,4.62,4.38,4.92,4.97,4.68,4.54,0.56
3725,4.79,4.85,4.75,4.94,4.95,4.87,4.65,1.89
3726,4.9,4.92,4.92,4.98,4.94,4.87,4.83,0.77
3727,4.31,4.38,4.46,4.77,4.38,4.77,4.23,0.55
3728,4.94,4.94,4.81,4.88,4.98,4.91,4.68,1.39
3729,4.8,4.9,4.8,4.9,5.0,4.9,4.7,1.0
3730,4.89,4.89,5.0,5.0,5.0,4.89,4.78,1.67
3731,4.9,4.95,4.98,5.0,4.93,4.95,4.86,0.64
3732,4.29,4.52,4.56,4.81,4.77,4.71,4.44,1.56
3733,4.8,4.9,4.8,4.9,5.0,4.9,4.7,1.0
3734,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.15
3735,4.71,4.78,4.71,4.82,4.91,4.93,4.7,3.2
3736,4.75,4.81,4.79,4.85,4.94,4.42,4.73,0.74
3737,4.93,4.87,4.76,4.94,4.96,4.98,4.66,1.46
3738,4.8,4.9,4.8,4.9,5.0,4.9,4.7,1.0
3739,4.8,4.9,4.8,4.9,5.0,4.9,4.7,1.0
3740,5.0,5.0,5.0,5.0,5.0,5.0,4.75,0.07
3741,4.8,4.88,4.85,4.93,4.9,4.83,4.83,7.05
3742,4.67,4.9,4.67,4.83,4.87,4.73,4.4,0.45
3743,5.0,5.0,4.0,5.0,5.0,5.0,5.0,0.02
3744,5.0,4.5,5.0,5.0,5.0,5.0,5.0,0.04
3745,4.94,4.95,4.86,4.77,4.91,4.9,4.77,1.43
3746,4.72,4.66,4.79,4.83,4.72,4.21,4.66,0.46
3747,4.82,4.79,4.85,4.82,4.74,4.48,4.68,0.95
3748,4.8,4.9,4.8,4.9,5.0,4.9,4.7,1.0
3749,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.03
3750,4.5,5.0,4.0,5.0,5.0,5.0,4.0,0.03
3751,4.8,4.9,4.8,4.9,5.0,4.9,4.7,1.0
3752,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.05
3753,4.8,4.9,4.8,4.9,5.0,4.9,4.7,1.0
3754,4.82,4.86,4.78,4.97,4.92,4.94,4.62,2.54
3755,4.8,4.9,4.8,4.9,5.0,4.9,4.7,1.0
3756,4.91,4.91,4.82,4.95,4.91,5.0,4.73,0.86
3757,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.02
3758,4.57,4.57,4.57,4.86,4.71,4.86,4.43,0.11
3759,4.84,4.86,4.91,4.95,4.91,4.74,4.78,0.88
3760,4.88,4.89,4.86,4.9,4.92,4.56,4.86,1.54
3761,4.81,4.88,4.95,4.98,4.95,4.37,4.91,0.68
3762,4.85,4.74,4.87,4.95,4.96,4.69,4.73,1.2
3763,4.48,4.57,4.33,4.87,4.86,4.8,4.37,1.4
3764,5.0,5.0,5.0,5.0,5.0,5.0,4.93,0.21
3765,4.61,4.64,4.39,4.79,4.75,4.79,4.61,0.43
3766,4.8,4.9,4.8,4.9,5.0,4.9,4.7,1.0
3767,4.53,4.59,4.82,4.88,4.82,4.53,4.53,0.26
3768,4.57,4.59,4.43,4.86,4.92,4.91,4.56,2.56
3769,4.8,4.9,4.8,4.9,5.0,4.9,4.7,1.0
3770,4.69,4.68,4.61,4.88,4.91,4.72,4.68,1.39
3771,3.9,3.71,3.9,4.36,4.31,4.55,3.93,0.64
3772,4.28,4.24,4.0,4.64,4.72,4.92,4.48,0.41
3773,4.04,4.39,3.8,4.67,4.52,4.89,4.41,0.7
3774,4.2,4.53,4.13,4.67,4.73,4.6,4.67,0.23
3775,4.92,5.0,5.0,4.92,5.0,4.83,4.92,0.45
3776,4.9,4.94,4.83,5.0,5.0,4.96,4.9,0.73
3777,4.8,4.9,4.8,4.9,5.0,4.9,4.7,1.0
3778,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.03
3779,4.59,4.64,4.5,4.68,4.86,4.84,4.47,1.8
3780,4.75,4.83,4.85,4.8,4.9,4.75,4.64,2.82
3781,4.75,4.86,4.7,4.77,4.72,4.98,4.7,1.59
3782,4.74,4.76,4.61,4.96,4.9,4.76,4.53,1.18
3783,4.57,4.5,4.57,4.57,4.57,4.64,4.21,0.22
3784,5.0,4.62,5.0,4.85,4.69,4.54,4.38,0.2
3785,4.75,5.0,4.5,5.0,5.0,4.75,4.75,0.06
3786,4.8,4.9,4.8,4.9,5.0,4.9,4.7,1.0
3787,4.8,4.9,4.8,4.9,5.0,4.9,4.7,1.0
3788,4.8,4.9,4.8,4.9,5.0,4.9,4.7,1.0
3789,4.63,4.79,4.58,4.91,4.88,4.7,4.56,1.24
3790,4.63,4.61,4.61,4.85,4.69,4.88,4.68,0.89
3791,4.84,4.89,4.91,4.85,4.91,4.76,4.84,1.21
3792,4.2,4.09,4.28,4.49,4.34,4.82,4.15,0.99
3793,4.87,4.91,4.78,4.96,4.96,4.96,4.73,0.36
3794,5.0,5.0,5.0,4.75,5.0,5.0,4.88,0.13
3795,4.88,4.88,4.88,4.75,4.75,5.0,4.63,0.12
3796,4.8,4.9,4.8,4.9,5.0,4.9,4.7,1.0
3797,4.8,4.9,4.8,4.9,5.0,4.9,4.7,1.0
3798,4.69,4.69,4.8,4.8,4.78,4.79,4.42,2.14
3799,4.17,4.0,4.83,4.83,4.17,4.67,3.67,0.1
3800,4.89,4.95,4.95,4.95,4.95,5.0,4.79,0.33
3801,5.0,5.0,4.6,5.0,5.0,4.8,3.8,0.21
3802,4.79,4.82,4.8,4.8,4.86,4.9,4.65,2.15
3803,4.68,4.58,4.58,4.84,4.89,4.84,4.37,0.29
3804,4.38,4.58,4.21,4.91,4.94,4.85,4.62,0.81
3805,4.61,4.59,4.57,4.65,4.82,4.57,4.57,1.73
3806,4.69,4.69,4.38,4.77,4.92,5.0,4.85,0.52
3807,4.5,4.5,4.5,4.33,4.33,3.83,3.67,0.1
3808,4.67,4.67,4.67,4.67,4.67,4.67,4.67,0.05
3809,4.76,4.8,4.89,4.85,4.78,4.93,4.61,0.83
3810,5.0,5.0,5.0,5.0,5.0,5.0,4.67,0.07
3811,4.33,4.33,4.67,4.67,4.0,4.33,3.33,0.09
3812,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.07
3813,4.75,4.75,4.75,5.0,4.75,4.75,4.5,0.06
3814,4.55,4.68,4.5,4.77,4.82,4.91,4.59,0.34
3815,4.79,4.85,4.94,4.98,4.94,4.79,4.81,3.51
3816,4.91,4.96,4.97,4.97,4.96,4.88,4.92,3.35
3817,4.34,4.56,4.35,4.62,4.49,4.73,4.33,1.24
3818,4.8,4.9,4.8,4.9,5.0,4.9,4.7,1.0
3819,4.5,5.0,4.33,4.67,5.0,4.67,5.0,0.09
3820,4.71,4.74,4.63,4.71,4.86,4.73,4.67,1.09
3821,4.8,4.9,4.8,4.9,5.0,4.9,4.7,1.0
3822,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.14
3823,4.52,4.35,4.65,4.83,4.91,5.0,4.26,0.35
3824,4.8,4.9,4.8,4.9,5.0,4.9,4.7,1.0
3825,4.71,4.57,4.86,4.14,4.43,5.0,4.57,0.11
3826,4.67,5.0,4.0,5.0,5.0,5.0,5.0,0.05
3827,4.85,4.87,4.85,4.78,4.85,4.77,4.77,5.7
3828,4.8,4.9,4.8,4.9,5.0,4.9,4.7,1.0
3829,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.07
3830,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.02
3831,4.89,4.94,4.87,5.0,5.0,4.91,4.74,1.42
3832,4.85,4.85,4.91,4.96,4.98,4.91,4.81,3.42
3833,4.8,4.9,4.8,4.9,5.0,4.9,4.7,1.0
3834,4.9,4.7,4.8,5.0,5.0,5.0,4.9,0.28
3835,4.5,5.0,4.0,5.0,5.0,4.75,5.0,0.07
3836,4.8,4.9,4.8,4.9,5.0,4.9,4.7,1.0
3837,4.73,4.6,4.73,4.93,4.93,4.47,4.53,0.24
3838,4.88,4.92,4.98,4.94,4.94,4.94,4.94,0.76
3839,3.83,3.75,2.75,4.75,4.67,4.83,4.17,0.19
3840,4.95,4.98,4.92,4.96,4.99,4.97,4.74,2.4
3841,4.57,4.81,4.62,4.86,4.76,4.86,4.62,0.33
3842,5.0,4.95,4.95,5.0,5.0,4.79,4.74,0.29
3843,4.5,4.67,4.39,4.77,4.85,4.67,4.51,1.85
