,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month
13635,4.78,4.67,4.89,4.37,4.85,4.78,4.7,4.35
13636,4.8,4.9,4.8,4.9,5.0,4.9,4.7,1.0
13637,4.8,4.9,4.8,4.9,5.0,4.9,4.7,1.0
13638,4.7,4.79,4.58,4.67,5.0,4.91,4.58,5.63
13639,4.95,4.91,4.91,4.86,4.95,4.91,4.95,3.51
13640,3.75,3.75,3.5,4.25,3.75,4.25,3.5,0.66
13641,4.5,4.5,4.5,4.5,5.0,4.5,4.5,0.8
13642,4.75,4.75,4.5,4.25,4.5,5.0,4.5,0.65
13643,4.96,4.91,4.83,4.87,5.0,4.91,4.78,3.99
13644,4.94,4.9,5.0,4.94,5.0,4.84,4.94,5.5
13645,4.94,4.94,4.76,4.94,5.0,4.94,4.82,2.67
13646,3.75,4.25,3.75,4.25,4.25,3.75,4.0,0.75
13647,5.0,5.0,4.67,4.33,5.0,4.67,5.0,0.49
13648,5.0,5.0,5.0,4.83,5.0,5.0,5.0,1.03
13649,4.29,4.43,4.07,4.64,4.71,4.86,4.29,2.23
13650,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.42
13651,4.8,4.9,4.8,4.9,5.0,4.9,4.7,1.0
13652,5.0,5.0,4.67,5.0,5.0,5.0,4.33,0.87
13653,5.0,5.0,5.0,5.0,5.0,5.0,4.0,0.27
13654,4.8,4.9,4.8,4.9,5.0,4.9,4.7,1.0
13655,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.18
13656,4.8,4.9,4.8,4.9,5.0,4.9,4.7,1.0
13657,5.0,5.0,5.0,5.0,5.0,4.83,4.83,1.96
13658,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.94
13659,5.0,5.0,5.0,5.0,5.0,4.0,5.0,0.27
13660,5.0,5.0,4.88,5.0,5.0,4.88,4.88,1.45
13661,4.8,4.9,4.8,4.9,5.0,4.9,4.7,1.0
13662,5.0,5.0,5.0,4.87,4.97,5.0,4.97,4.74
13663,4.8,4.9,4.8,4.9,5.0,4.9,4.7,1.0
13664,4.8,4.9,4.8,4.9,5.0,4.9,4.7,1.0
13665,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0
13666,4.0,4.0,4.0,3.5,4.0,4.5,4.0,1.22
13667,4.82,4.86,4.64,5.0,5.0,5.0,4.82,4.23
13668,4.81,4.92,4.65,4.96,4.92,4.92,4.69,4.26
13669,4.82,4.82,4.91,4.91,4.91,4.73,4.55,1.84
13670,4.93,4.8,4.93,5.0,5.0,4.87,4.93,2.47
13671,4.75,5.0,4.25,5.0,5.0,5.0,5.0,0.65
13672,5.0,5.0,4.67,5.0,4.67,4.67,4.67,0.58
13673,4.0,4.14,3.86,4.86,4.71,4.71,4.29,1.48
13674,4.8,4.9,4.8,4.9,5.0,4.9,4.7,1.0
13675,4.33,4.0,4.33,4.67,4.33,5.0,3.67,0.56
13676,4.0,3.8,4.2,4.6,4.4,4.8,4.0,0.82
13677,4.0,4.0,4.0,5.0,5.0,5.0,5.0,0.32
13678,4.8,4.9,4.8,4.9,5.0,4.9,4.7,1.0
13679,5.0,5.0,4.92,4.92,5.0,4.85,5.0,2.19
13680,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0
13681,4.8,4.9,4.8,4.9,5.0,4.9,4.7,1.0
13682,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.81
13683,4.8,4.9,4.8,4.9,5.0,4.9,4.7,1.0
13684,4.8,4.9,4.8,4.9,5.0,4.9,4.7,1.0
13685,5.0,4.78,4.67,4.56,5.0,5.0,4.78,2.55
13686,5.0,4.0,4.0,5.0,5.0,5.0,4.0,0.17
13687,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.1
13688,4.63,4.75,4.88,4.88,4.88,4.88,4.5,2.96
13689,4.5,4.5,4.75,3.5,4.75,5.0,4.5,0.85
13690,4.93,4.93,4.86,4.93,5.0,4.93,4.93,2.78
13691,4.95,5.0,5.0,4.95,4.95,5.0,5.0,3.11
13692,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.92
13693,4.93,4.96,4.96,5.0,5.0,4.96,4.96,7.17
13694,4.8,4.9,4.8,4.9,5.0,4.9,4.7,1.0
13695,4.73,4.73,4.87,4.6,4.67,4.93,4.67,2.74
13696,4.55,4.7,4.35,4.8,4.85,4.8,4.5,3.3
13697,4.76,4.86,4.81,5.0,4.89,4.95,4.86,6.26
13698,4.4,4.4,4.4,4.2,4.6,4.4,4.2,0.81
13699,4.8,4.9,4.8,4.9,5.0,4.9,4.7,1.0
13700,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.48
13701,5.0,5.0,4.0,5.0,5.0,5.0,5.0,0.28
13702,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0
13703,5.0,5.0,4.0,5.0,5.0,5.0,4.0,1.0
13704,5.0,5.0,5.0,4.94,5.0,4.83,5.0,2.95
13705,4.96,5.0,5.0,5.0,5.0,4.87,4.96,3.79
13706,4.8,4.9,4.8,4.9,5.0,4.9,4.7,1.0
13707,4.85,4.88,4.73,4.91,4.94,4.91,4.73,5.82
13708,4.8,4.9,4.8,4.9,5.0,4.9,4.7,1.0
13709,4.67,3.67,4.33,4.67,4.67,4.33,3.67,0.54
13710,4.56,4.89,4.89,5.0,5.0,5.0,4.67,1.53
13711,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.5
13712,4.8,4.9,4.8,4.9,5.0,4.9,4.7,1.0
13713,4.93,5.0,5.0,4.87,5.0,5.0,5.0,2.74
13714,4.93,4.98,4.93,4.86,4.98,4.9,4.86,6.77
13715,4.8,4.9,4.8,4.9,5.0,4.9,4.7,1.0
13716,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.19
13717,5.0,5.0,5.0,5.0,5.0,4.88,4.88,2.88
13718,5.0,5.0,5.0,5.0,5.0,5.0,4.88,1.3
13719,5.0,5.0,4.89,5.0,5.0,4.89,4.89,1.55
13720,4.8,4.9,4.8,4.9,5.0,4.9,4.7,1.0
13721,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.14
13722,4.89,4.94,4.72,4.94,5.0,5.0,4.94,2.92
13723,4.71,4.82,4.47,4.53,4.82,4.88,4.47,2.79
13724,4.8,4.9,4.8,4.9,5.0,4.9,4.7,1.0
13725,4.8,4.9,4.8,4.9,5.0,4.9,4.7,1.0
13726,4.8,4.9,4.8,4.9,5.0,4.9,4.7,1.0
13727,4.8,4.8,5.0,5.0,5.0,5.0,4.8,1.7
13728,5.0,5.0,4.8,5.0,5.0,5.0,5.0,0.82
13729,4.8,4.9,4.8,4.9,5.0,4.9,4.7,1.0
13730,5.0,5.0,5.0,5.0,5.0,4.5,5.0,0.37
13731,4.45,4.55,4.36,4.91,4.91,4.55,4.55,1.8
13732,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.24
13733,4.5,4.5,4.5,3.5,4.0,4.0,4.0,0.36
13734,5.0,4.95,5.0,5.0,5.0,4.84,4.95,3.13
13735,4.63,4.58,4.33,4.63,4.79,4.96,4.67,4.93
13736,4.5,4.5,5.0,4.5,5.0,5.0,4.5,0.61
13737,4.85,4.85,4.77,4.77,4.69,4.85,4.77,2.48
13738,4.5,4.75,4.83,4.67,4.92,4.75,4.75,1.93
13739,5.0,4.9,4.6,4.9,5.0,5.0,4.8,1.59
13740,4.8,4.9,4.8,4.9,5.0,4.9,4.7,1.0
13741,4.11,4.11,4.44,4.11,4.11,4.22,3.78,1.48
13742,5.0,4.75,5.0,4.5,4.75,5.0,4.75,0.67
13743,4.93,4.93,4.87,4.93,4.93,4.93,4.8,2.81
13744,4.38,4.63,4.0,4.38,4.63,4.38,4.25,1.31
13745,4.8,4.9,4.8,4.9,5.0,4.9,4.7,1.0
13746,3.33,3.33,2.67,3.67,3.67,3.0,3.33,0.5
13747,5.0,5.0,5.0,5.0,5.0,4.0,5.0,0.29
13748,5.0,5.0,5.0,5.0,5.0,5.0,4.0,0.47
13749,4.8,4.9,4.8,4.9,5.0,4.9,4.7,1.0
13750,4.67,5.0,4.67,3.67,4.0,4.67,4.67,0.51
13751,5.0,5.0,5.0,5.0,5.0,4.0,5.0,0.81
13752,3.8,3.8,3.8,4.6,3.8,3.6,3.8,0.93
13753,5.0,5.0,4.0,5.0,5.0,4.5,4.0,0.37
13754,4.9,5.0,5.0,5.0,5.0,5.0,4.8,2.48
13755,3.83,4.17,4.5,4.83,4.83,4.67,3.83,1.0
13756,4.8,4.9,4.8,4.9,5.0,4.9,4.7,1.0
13757,5.0,5.0,4.0,5.0,5.0,5.0,5.0,2.0
13758,4.88,4.88,4.79,4.96,5.0,4.67,4.67,4.62
13759,4.8,4.9,4.8,4.9,5.0,4.9,4.7,1.0
13760,4.82,5.0,5.0,4.76,4.94,4.94,4.65,3.17
13761,4.84,4.68,4.68,5.0,4.95,4.79,4.74,3.35
13762,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.17
13763,4.0,4.5,3.75,4.75,4.25,5.0,3.75,4.0
13764,4.56,4.67,4.0,4.78,4.89,4.44,4.22,1.48
13765,4.89,4.89,5.0,4.83,4.89,4.83,4.89,3.31
13766,4.71,4.71,4.71,4.71,4.57,4.57,4.43,1.59
13767,4.4,4.4,4.2,4.2,4.2,5.0,4.2,1.39
13768,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.98
13769,4.89,4.93,4.81,4.85,4.93,4.81,4.78,4.74
13770,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.33
13771,4.8,4.9,4.8,4.9,5.0,4.9,4.7,1.0
13772,4.8,4.9,4.8,4.9,5.0,4.9,4.7,1.0
13773,4.5,4.5,4.0,4.5,4.5,4.5,4.5,0.4
13774,5.0,5.0,5.0,5.0,5.0,5.0,4.88,2.89
13775,4.86,4.83,4.83,4.5,4.83,5.0,4.5,1.24
13776,3.83,3.67,3.67,4.67,4.83,3.67,4.0,1.36
13777,4.8,4.9,4.8,4.9,5.0,4.9,4.7,1.0
13778,4.75,4.88,4.63,4.75,4.75,5.0,4.88,1.32
13779,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.41
13780,4.33,4.33,5.0,5.0,5.0,5.0,5.0,0.49
13781,5.0,5.0,5.0,4.83,5.0,4.92,5.0,2.42
13782,4.8,4.9,4.8,4.9,5.0,4.9,4.7,1.0
13783,4.08,4.08,4.0,4.25,4.67,4.5,4.17,1.97
13784,4.73,4.79,4.85,4.94,4.97,4.82,4.79,5.41
13785,3.89,3.78,4.0,4.11,4.11,3.89,4.11,1.41
13786,4.8,4.9,4.8,4.9,5.0,4.9,4.7,1.0
13787,5.0,5.0,5.0,4.67,5.0,5.0,5.0,0.61
13788,4.56,4.89,4.67,4.11,4.78,5.0,4.67,1.75
13789,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.58
13790,4.8,4.9,4.8,4.9,5.0,4.9,4.7,1.0
13791,4.7,4.7,4.6,4.6,4.8,5.0,4.65,3.41
13792,4.44,4.44,4.22,4.78,4.33,4.56,4.22,1.65
13793,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.38
13794,5.0,5.0,4.5,4.0,5.0,4.0,4.5,0.77
13795,5.0,4.0,5.0,5.0,5.0,5.0,5.0,0.18
13796,4.75,4.77,4.82,4.71,4.8,4.88,4.82,9.18
13797,4.84,4.74,4.58,4.89,4.79,4.89,4.47,3.48
13798,4.67,4.33,4.67,5.0,5.0,4.33,4.67,1.43
13799,4.9,4.9,4.85,4.78,4.83,4.7,4.83,6.59
13800,4.96,4.96,4.95,5.0,4.98,4.95,4.98,10.43
13801,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.38
13802,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.16
13803,4.5,4.88,4.5,4.75,4.88,4.88,4.5,2.4
13804,4.8,4.9,4.8,4.9,5.0,4.9,4.7,1.0
13805,5.0,5.0,4.83,5.0,5.0,5.0,5.0,1.28
13806,4.82,4.91,4.82,4.73,5.0,5.0,4.64,2.05
13807,4.8,4.9,4.8,4.9,5.0,4.9,4.7,1.0
13808,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.83
13809,4.29,4.43,4.14,4.71,4.57,4.71,4.14,1.23
13810,4.8,5.0,5.0,5.0,5.0,5.0,4.8,0.83
13811,4.8,4.9,4.8,4.9,5.0,4.9,4.7,1.0
13812,4.8,4.9,4.8,4.9,5.0,4.9,4.7,1.0
13813,4.85,4.95,4.8,4.6,5.0,4.95,4.85,3.55
13814,4.75,4.75,4.5,4.88,4.88,4.88,4.63,1.45
13815,4.38,4.63,4.38,4.88,4.75,4.88,4.25,1.36
13816,4.9,4.8,5.0,4.8,5.0,4.8,4.9,1.7
13817,4.88,5.0,4.75,5.0,5.0,5.0,5.0,2.07
13818,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.32
13819,4.8,4.9,4.8,4.9,5.0,4.9,4.7,1.0
13820,4.8,4.9,4.8,4.9,5.0,4.9,4.7,1.0
13821,4.86,4.9,4.9,4.9,4.9,4.86,4.9,3.58
13822,4.93,4.96,4.93,5.0,5.0,4.96,4.89,4.75
13823,4.5,4.5,4.5,5.0,4.0,5.0,4.5,0.33
13824,4.67,5.0,4.67,4.67,4.67,4.33,4.33,0.57
13825,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.28
13826,4.8,5.0,4.8,5.0,5.0,4.8,5.0,0.82
13827,4.8,4.9,4.8,4.9,5.0,4.9,4.7,1.0
13828,4.71,4.71,4.86,5.0,4.86,4.57,4.71,1.36
13829,4.5,4.83,5.0,5.0,4.83,4.67,4.67,1.22
13830,4.8,4.9,4.8,4.9,5.0,4.9,4.7,1.0
13831,4.92,4.67,4.83,4.58,5.0,4.92,4.42,2.29
13832,4.94,5.0,4.75,4.88,4.94,5.0,4.88,3.31
13833,4.8,4.9,4.8,4.9,5.0,4.9,4.7,1.0
13834,4.75,4.75,4.88,4.63,4.63,4.88,4.75,1.45
13835,5.0,4.5,4.5,5.0,5.0,5.0,5.0,0.4
13836,4.8,4.9,4.8,4.9,5.0,4.9,4.7,1.0
13837,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.2
13838,5.0,5.0,5.0,4.88,5.0,5.0,5.0,1.42
13839,4.71,4.86,4.71,4.71,4.86,4.71,4.86,1.88
13840,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.72
13841,4.8,4.9,4.8,4.9,5.0,4.9,4.7,1.0
13842,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.35
13843,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.19
13844,4.8,4.9,4.8,4.9,5.0,4.9,4.7,1.0
13845,4.8,4.9,4.8,4.9,5.0,4.9,4.7,1.0
13846,3.86,3.86,3.71,4.57,4.57,4.86,3.86,1.35
13847,5.0,4.8,5.0,5.0,5.0,5.0,5.0,0.91
13848,4.5,5.0,4.5,5.0,4.0,5.0,4.5,1.36
13849,4.5,4.71,4.86,4.86,4.71,4.86,4.64,2.47
13850,4.8,4.9,4.8,4.9,5.0,4.9,4.7,1.0
13851,4.57,4.86,4.86,5.0,4.57,5.0,4.71,1.51
13852,4.25,4.25,4.38,4.63,4.75,4.75,4.0,1.57
13853,4.8,4.9,4.8,4.9,5.0,4.9,4.7,1.0
13854,4.96,4.92,4.96,4.96,5.0,4.96,4.88,4.12
13855,4.67,4.53,4.93,4.73,4.8,4.6,4.67,2.92
13856,5.0,5.0,5.0,4.67,5.0,5.0,4.83,1.31
13857,4.8,4.9,4.8,4.9,5.0,4.9,4.7,1.0
13858,4.5,4.25,4.0,4.25,4.75,4.75,4.75,0.71
13859,5.0,5.0,5.0,4.5,5.0,5.0,4.5,0.41
13860,4.89,5.0,5.0,4.89,5.0,4.89,4.89,3.18
13861,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.85
13862,4.88,4.82,4.85,4.94,4.94,4.94,4.85,8.03
13863,3.67,4.0,4.0,4.33,4.67,3.67,4.0,2.2
13864,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.51
13865,3.83,3.83,4.5,4.67,4.0,4.33,4.0,1.02
13866,4.33,4.22,4.22,3.78,4.56,4.67,4.11,1.86
13867,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.02
13868,4.8,4.9,4.8,4.9,5.0,4.9,4.7,1.0
13869,5.0,4.75,5.0,5.0,5.0,5.0,4.5,0.77
13870,5.0,5.0,5.0,5.0,5.0,5.0,3.0,0.48
13871,5.0,5.0,5.0,4.5,4.5,5.0,4.5,0.39
13872,4.95,5.0,4.95,4.86,4.91,4.82,4.91,4.26
13873,4.82,5.0,4.91,4.82,4.91,4.55,4.91,1.93
13874,4.88,4.82,4.82,4.82,5.0,4.71,4.76,3.27
13875,4.8,4.9,4.8,4.9,5.0,4.9,4.7,1.0
13876,4.75,4.71,4.58,4.88,4.83,4.92,4.75,4.39
13877,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.41
13878,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.12
13879,4.17,4.17,4.33,4.5,4.83,4.5,4.33,1.68
13880,4.8,4.9,4.8,4.9,5.0,4.9,4.7,1.0
13881,4.86,4.86,5.0,5.0,4.86,5.0,4.86,1.94
13882,4.89,4.88,5.0,5.0,4.88,4.88,4.88,1.81
13883,3.8,3.6,3.6,5.0,3.8,4.2,3.4,0.97
13884,4.8,4.9,4.8,4.9,5.0,4.9,4.7,1.0
13885,4.8,4.9,4.8,4.9,5.0,4.9,4.7,1.0
13886,4.8,4.9,4.8,4.9,5.0,4.9,4.7,1.0
13887,4.1,4.3,4.0,4.7,4.1,4.0,4.2,1.78
13888,4.6,4.6,4.6,4.8,4.8,4.8,4.8,0.96
13889,4.8,4.9,4.8,4.9,5.0,4.9,4.7,1.0
13890,4.67,5.0,4.33,5.0,5.0,5.0,4.67,0.58
13891,3.56,3.33,4.22,4.11,4.11,4.33,3.67,2.2
13892,4.67,4.67,5.0,5.0,5.0,4.83,4.83,1.08
13893,4.5,4.25,4.5,4.5,4.0,4.0,4.25,0.76
13894,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0
13895,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.46
13896,2.0,3.0,2.0,4.0,5.0,4.0,1.0,1.0
13897,4.8,4.9,4.8,4.9,5.0,4.9,4.7,1.0
13898,5.0,5.0,4.67,5.0,5.0,5.0,4.67,1.38
13899,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.28
13900,4.75,4.69,4.63,5.0,4.88,4.88,4.69,3.4
13901,4.71,4.93,4.5,4.29,4.93,4.71,4.79,2.53
13902,4.79,4.79,4.84,4.68,4.84,5.0,4.47,3.26
13903,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.48
13904,4.64,4.82,4.36,4.82,4.91,4.82,4.73,1.95
13905,4.8,4.9,4.8,4.9,5.0,4.9,4.7,1.0
13906,4.8,4.9,4.8,4.9,5.0,4.9,4.7,1.0
13907,4.8,4.9,4.8,4.9,5.0,4.9,4.7,1.0
13908,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.18
13909,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.11
13910,4.8,4.9,4.8,4.9,5.0,4.9,4.7,1.0
13911,4.17,4.33,4.33,4.83,5.0,4.72,4.17,3.31
13912,4.8,4.9,4.8,4.9,5.0,4.9,4.7,1.0
13913,4.8,4.9,4.8,4.9,5.0,4.9,4.7,1.0
13914,4.67,4.67,4.17,4.67,4.67,4.5,4.83,1.12
13915,4.87,4.93,4.8,4.67,4.8,4.93,4.93,2.6
13916,4.33,4.67,4.0,4.33,5.0,4.67,4.33,0.89
13917,4.5,4.83,4.83,4.33,4.67,4.83,4.5,1.07
13918,4.78,4.78,4.67,4.56,4.78,4.67,4.56,1.56
13919,4.8,4.8,4.4,5.0,5.0,4.8,4.8,0.85
13920,5.0,5.0,4.75,5.0,5.0,5.0,5.0,0.76
13921,4.86,4.86,4.76,4.9,4.95,4.76,4.81,3.94
13922,4.43,4.57,4.43,4.86,4.71,4.29,4.71,7.0
13923,4.8,5.0,5.0,5.0,5.0,5.0,5.0,1.38
13924,5.0,4.0,5.0,5.0,5.0,5.0,5.0,0.58
13925,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.41
13926,3.33,4.0,3.0,4.33,3.67,4.33,3.0,1.03
13927,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.35
13928,4.8,4.9,4.8,4.9,5.0,4.9,4.7,1.0
13929,4.17,4.17,3.33,4.5,4.83,4.33,4.33,1.19
13930,4.8,4.9,4.8,4.9,5.0,4.9,4.7,1.0
13931,4.71,4.88,4.75,4.92,5.0,4.63,4.71,5.03
13932,4.8,4.8,4.55,4.95,5.0,4.75,4.65,3.59
13933,4.8,4.9,4.8,4.9,5.0,4.9,4.7,1.0
13934,3.83,3.83,4.0,4.67,4.33,4.33,4.0,1.08
13935,4.13,4.5,4.0,4.25,4.5,4.88,4.13,1.36
13936,4.8,4.9,4.8,4.9,5.0,4.9,4.7,1.0
13937,4.67,4.87,4.87,4.73,4.93,5.0,4.6,3.0
13938,5.0,5.0,5.0,5.0,5.0,4.0,5.0,0.27
13939,5.0,4.5,4.5,5.0,5.0,5.0,5.0,0.48
13940,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.29
13941,4.5,4.75,4.75,4.75,4.75,4.75,4.5,0.98
13942,4.8,4.9,4.8,4.9,5.0,4.9,4.7,1.0
13943,4.86,4.95,4.95,4.95,5.0,4.81,4.86,4.47
13944,3.67,4.67,4.33,3.33,3.33,5.0,4.67,0.58
13945,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.33
13946,5.0,5.0,5.0,5.0,4.67,5.0,4.67,1.25
13947,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.58
13948,4.46,4.54,4.54,4.85,4.92,5.0,4.31,2.36
13949,2.33,2.33,2.33,2.33,3.67,3.67,1.33,1.15
13950,4.78,4.72,4.83,4.89,4.83,5.0,4.72,3.0
13951,5.0,5.0,4.5,5.0,5.0,5.0,5.0,0.41
13952,4.77,4.69,4.62,4.92,4.85,4.77,4.77,2.27
13953,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.38
13954,4.7,4.8,5.0,4.9,5.0,4.9,4.4,2.0
13955,4.7,4.8,4.6,4.7,5.0,4.9,4.6,3.23
13956,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.46
13957,4.8,4.9,4.8,4.9,5.0,4.9,4.7,1.0
13958,4.8,4.9,4.8,4.9,5.0,4.9,4.7,1.0
13959,5.0,5.0,5.0,5.0,5.0,5.0,4.67,0.6
13960,4.93,5.0,4.93,4.8,5.0,5.0,4.93,2.8
13961,5.0,5.0,5.0,4.67,5.0,5.0,4.67,2.05
13962,3.5,3.0,3.0,3.0,3.5,4.5,3.5,0.42
13963,5.0,5.0,4.67,5.0,5.0,5.0,5.0,0.61
13964,4.83,4.83,4.5,5.0,5.0,4.83,4.67,2.86
13965,4.83,4.83,5.0,4.83,5.0,4.5,4.67,1.04
13966,4.54,4.54,4.5,4.71,4.57,4.68,4.43,4.64
13967,4.8,5.0,5.0,5.0,5.0,5.0,4.8,1.69
13968,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.39
13969,5.0,5.0,5.0,5.0,5.0,4.86,5.0,2.56
13970,4.8,4.9,4.8,4.9,5.0,4.9,4.7,1.0
13971,4.97,4.94,4.91,4.97,4.97,4.97,4.85,5.9
13972,4.89,4.89,4.89,4.89,4.78,4.89,4.78,1.54
13973,4.4,4.6,4.4,5.0,5.0,4.7,4.4,2.03
13974,4.91,4.91,4.91,4.97,4.91,5.0,4.84,5.85
13975,4.95,4.95,4.82,4.91,4.95,4.91,4.82,3.91
13976,4.71,4.79,4.64,4.5,5.0,4.86,4.64,2.73
13977,4.8,4.9,4.8,4.9,5.0,4.9,4.7,1.0
13978,4.83,4.88,4.79,4.88,4.83,4.92,4.71,4.31
13979,4.71,4.86,4.29,4.71,5.0,4.86,4.57,2.53
13980,4.64,4.64,4.82,5.0,5.0,4.91,4.64,2.36
13981,4.33,4.33,4.67,4.33,4.83,4.83,4.0,1.71
13982,4.57,4.57,4.29,5.0,4.86,4.86,4.43,1.71
13983,4.8,4.9,4.8,4.9,5.0,4.9,4.7,1.0
13984,4.73,4.75,4.82,4.98,4.93,4.86,4.77,8.0
13985,4.89,5.0,4.56,4.22,4.89,5.0,4.67,2.13
13986,4.8,4.9,4.8,4.9,5.0,4.9,4.7,1.0
13987,4.88,4.89,4.81,4.96,4.96,4.88,4.81,9.77
13988,4.8,4.9,4.8,4.9,5.0,4.9,4.7,1.0
13989,5.0,4.0,4.0,4.0,5.0,4.0,5.0,0.25
13990,4.8,4.6,4.8,5.0,5.0,5.0,4.8,1.76
13991,4.76,4.76,4.76,4.71,4.82,4.59,4.76,3.54
13992,4.8,4.9,4.8,4.9,5.0,4.9,4.7,1.0
13993,5.0,5.0,5.0,5.0,5.0,4.67,4.67,0.72
13994,4.63,4.5,4.38,4.5,4.63,4.88,4.63,1.53
13995,4.9,5.0,5.0,4.8,4.9,5.0,4.9,1.92
13996,4.8,4.9,4.8,4.9,5.0,4.9,4.7,1.0
13997,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.76
13998,5.0,4.0,4.0,5.0,5.0,5.0,4.0,0.2
13999,4.89,4.94,4.89,4.96,4.98,4.96,4.87,7.97
14000,4.92,4.94,4.94,5.0,4.89,4.94,4.86,6.14
14001,4.8,4.9,4.8,4.9,5.0,4.9,4.7,1.0
14002,4.8,4.9,4.8,4.9,5.0,4.9,4.7,1.0
14003,4.71,4.79,4.75,4.93,4.93,4.93,4.64,5.56
14004,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.26
14005,4.0,4.3,4.4,3.8,4.2,4.6,4.2,2.33
14006,5.0,5.0,5.0,5.0,5.0,5.0,4.94,3.04
14007,4.8,4.9,4.8,4.9,5.0,4.9,4.7,1.0
14008,4.86,4.86,4.81,4.76,5.0,5.0,4.9,4.26
14009,4.72,4.62,4.52,4.86,4.86,4.79,4.55,5.18
14010,5.0,5.0,5.0,4.9,5.0,4.9,5.0,1.95
14011,4.8,4.9,4.8,4.9,5.0,4.9,4.7,1.0
14012,4.8,4.9,4.8,4.9,5.0,4.9,4.7,1.0
14013,4.8,4.8,4.6,4.8,5.0,4.6,4.4,0.99
14014,5.0,5.0,5.0,5.0,5.0,4.75,5.0,2.07
14015,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.99
14016,4.8,4.88,4.8,5.0,4.96,4.76,4.68,4.44
14017,5.0,5.0,4.77,4.92,5.0,4.85,4.92,2.53
14018,4.8,4.9,4.8,4.9,5.0,4.9,4.7,1.0
14019,5.0,4.8,5.0,5.0,5.0,5.0,4.8,2.38
14020,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.36
14021,4.8,4.6,4.6,4.6,3.8,4.4,4.2,1.56
14022,4.57,4.57,4.57,4.57,4.86,5.0,4.57,1.2
14023,4.88,4.94,4.88,5.0,5.0,4.88,4.88,2.7
14024,4.8,4.9,4.8,4.9,5.0,4.9,4.7,1.0
14025,4.8,4.9,4.8,4.9,5.0,4.9,4.7,1.0
14026,5.0,5.0,5.0,4.5,5.0,5.0,4.5,2.55
14027,4.8,4.9,4.8,4.9,5.0,4.9,4.7,1.0
14028,5.0,5.0,4.67,5.0,5.0,5.0,4.67,0.59
14029,4.8,4.9,4.8,4.9,5.0,4.9,4.7,1.0
14030,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.87
14031,3.0,4.0,5.0,5.0,5.0,5.0,3.0,0.77
14032,4.94,4.94,4.94,4.83,4.94,4.94,4.89,3.67
