,host_listings_count,host_total_listings_count,bathrooms,bedrooms,beds
13370,23.0,39.0,1.0,1.0,1.0
13371,3.0,3.0,1.0,2.0,2.0
13372,66.0,75.0,1.0,1.0,1.0
13373,1.0,1.0,1.0,1.0,1.0
13374,62.0,217.0,1.0,1.0,1.0
13375,64.0,101.0,1.0,1.0,1.0
13376,1.0,1.0,1.5,3.0,2.3
13377,3.0,3.0,1.0,1.0,1.0
13378,842.0,921.0,2.0,2.0,2.0
13379,1.0,1.0,2.0,3.0,3.0
13380,1.0,1.0,1.0,2.0,2.0
13381,3.0,3.0,4.0,3.0,3.0
13382,129.0,168.0,2.5,2.0,2.0
13383,17.0,28.0,1.0,1.0,2.0
13384,1.0,3.0,1.0,1.0,1.0
13385,237.0,354.0,1.5,2.0,2.3
13386,1.0,2.0,1.0,2.0,2.0
13387,2.0,3.0,1.0,1.0,1.0
13388,2.0,2.0,1.0,1.0,1.0
13389,180.0,226.0,1.5,1.0,2.3
13390,23.0,39.0,1.0,2.0,2.0
13391,1.0,1.0,1.5,1.0,2.3
13392,68.0,97.0,2.0,2.0,2.0
13393,8.0,17.0,2.0,2.0,2.0
13394,3.0,3.0,1.0,1.0,1.0
13395,82.0,104.0,2.0,2.0,3.0
13396,82.0,104.0,2.0,3.0,3.0
13397,2.0,2.0,1.0,1.0,2.0
13398,58.0,189.0,1.5,4.0,2.3
13399,2.0,7.0,1.0,1.0,1.0
13400,4.0,6.0,1.0,1.0,1.0
13401,842.0,921.0,2.0,2.0,2.0
13402,23.0,24.0,1.0,2.0,4.0
13403,1.0,1.0,2.0,3.0,4.0
13404,17.0,22.0,2.0,2.0,3.0
13405,3.0,9.0,2.5,1.0,2.0
13406,20.0,24.0,1.0,1.0,2.0
13407,842.0,921.0,3.0,2.0,2.0
13408,4.0,4.0,1.5,1.0,1.0
13409,842.0,921.0,1.0,0.0,0.0
13410,2.0,2.0,1.0,1.0,1.0
13411,76.0,110.0,2.0,2.0,3.0
13412,5.0,5.0,1.0,1.0,2.0
13413,47.0,104.0,1.0,0.0,1.0
13414,2.0,2.0,1.0,3.0,3.0
13415,2.0,2.0,1.0,1.0,2.0
13416,1.0,2.0,1.0,2.0,3.0
13417,6.0,9.0,2.0,2.0,0.0
13418,52.0,86.0,2.5,2.0,2.0
13419,2.0,2.0,1.0,1.0,1.0
13420,1.0,1.0,1.0,1.0,0.0
13421,18.0,22.0,1.0,2.0,3.0
13422,4.0,4.0,1.5,1.0,2.0
13423,46.0,132.0,1.0,1.0,1.0
13424,18.0,18.0,1.0,1.0,1.0
13425,237.0,354.0,3.5,4.0,4.0
13426,13.0,13.0,1.0,1.0,1.0
13427,0.0,0.0,4.0,5.0,5.0
13428,20.0,24.0,1.0,2.0,3.0
13429,1.0,2.0,1.0,2.0,3.0
13430,96.0,184.0,3.5,5.0,5.0
13431,15.0,29.0,2.0,2.0,2.0
13432,1.0,2.0,1.0,1.0,0.0
13433,25.0,66.0,1.5,3.0,3.0
13434,24.0,24.0,1.0,2.0,3.0
13435,47.0,104.0,1.0,3.0,3.0
13436,1.0,4.0,1.0,1.0,0.0
13437,32.0,37.0,2.0,3.0,3.0
13438,1.0,1.0,1.0,2.0,2.0
13439,68.0,87.0,1.0,2.0,0.0
13440,78.0,84.0,2.0,3.0,6.0
13441,1.0,1.0,1.0,2.0,2.0
13442,1.0,2.0,1.0,1.0,1.0
13443,4.0,6.0,1.0,1.0,0.0
13444,2.0,2.0,1.0,1.0,1.0
13445,1.0,3.0,1.0,2.0,1.0
13446,20.0,24.0,1.0,1.0,1.0
13447,1.0,1.0,1.0,1.0,1.0
13448,2.0,2.0,1.0,2.0,2.0
13449,1.0,3.0,2.0,2.0,2.0
13450,4.0,4.0,2.0,2.0,3.0
13451,9.0,16.0,2.0,3.0,4.0
13452,1.0,2.0,3.5,4.0,0.0
13453,4.0,7.0,1.0,1.0,1.0
13454,2.0,2.0,1.0,2.0,3.0
13455,4.0,7.0,1.0,1.0,3.0
13456,4.0,7.0,1.5,1.0,2.3
13457,4.0,7.0,1.0,1.0,1.0
13458,1.0,1.0,1.5,1.0,2.3
13459,28.0,35.0,1.0,1.0,1.0
13460,3.0,3.0,1.0,1.0,2.0
13461,46.0,132.0,2.0,3.0,1.0
13462,41.0,54.0,2.0,3.0,4.0
13463,7.0,8.0,2.0,4.0,4.0
13464,1.0,1.0,1.0,1.0,2.0
13465,12.0,12.0,1.5,2.0,0.0
13466,36.0,61.0,1.5,3.0,2.3
13467,36.0,61.0,1.5,1.0,2.3
13468,1.0,1.0,4.5,4.0,5.0
13469,48.0,68.0,2.0,2.0,3.0
13470,4.0,4.0,1.5,1.0,2.0
13471,23.0,118.0,1.0,3.0,4.0
13472,129.0,168.0,2.0,2.0,2.0
13473,1.0,1.0,1.0,2.0,4.0
13474,4.0,4.0,1.5,1.0,2.0
13475,1.0,1.0,1.0,1.0,1.0
13476,1.0,1.0,1.0,2.0,2.0
13477,36.0,37.0,1.0,2.0,3.0
13478,48.0,68.0,1.0,1.0,1.0
13479,56.0,69.0,1.0,1.0,0.0
13480,1.0,1.0,1.0,2.0,2.0
13481,48.0,68.0,3.0,3.0,3.0
13482,1.0,1.0,1.5,1.9,2.3
13483,48.0,68.0,3.0,3.0,4.0
13484,115.0,120.0,1.0,1.0,1.0
13485,1.0,4.0,1.0,1.0,2.0
13486,31.0,48.0,2.0,1.0,1.0
13487,23.0,24.0,2.0,4.0,7.0
13488,25.0,66.0,2.0,0.0,1.0
13489,11.0,11.0,2.0,1.0,0.0
13490,36.0,61.0,1.5,2.0,2.3
13491,237.0,354.0,1.0,1.0,1.0
13492,1.0,4.0,1.0,1.0,2.0
13493,1.0,1.0,2.0,2.0,4.0
13494,1.0,1.0,2.0,3.0,4.0
13495,1.0,1.0,1.0,1.0,0.0
13496,1.0,1.0,1.0,1.0,0.0
13497,1.0,2.0,1.5,3.0,3.0
13498,1.0,1.0,1.0,1.0,1.0
13499,6.0,7.0,1.5,1.0,2.3
13500,1.0,1.0,1.0,2.0,2.0
13501,3.0,14.0,1.0,2.0,2.0
13502,3.0,14.0,1.0,1.0,2.0
13503,2.0,2.0,1.0,2.0,3.0
13504,1.0,1.0,1.0,1.0,0.0
13505,45.0,84.0,2.0,5.0,5.0
13506,4.0,5.0,1.0,1.0,1.0
13507,1.0,1.0,2.5,2.0,0.0
13508,1.0,2.0,1.5,2.0,2.3
13509,1.0,1.0,1.5,2.0,2.3
13510,1.0,1.0,1.0,1.0,2.0
13511,15.0,15.0,1.5,2.0,2.3
13512,1.0,4.0,2.5,3.0,3.0
13513,1.0,2.0,2.0,3.0,2.0
13514,1.0,2.0,1.0,1.0,1.0
13515,2.0,2.0,1.0,1.0,2.0
13516,3.0,4.0,1.0,0.0,1.0
13517,3.0,4.0,1.0,1.0,2.0
13518,1.0,1.0,1.5,3.0,2.3
13519,1.0,1.0,1.0,1.0,1.0
13520,1.0,1.0,2.0,3.0,4.0
13521,27.0,46.0,2.0,1.0,1.0
13522,7.0,9.0,1.0,0.0,1.0
13523,1.0,1.0,1.0,1.0,1.0
13524,2.0,2.0,2.0,2.0,2.0
13525,1.0,1.0,1.0,2.0,2.0
13526,17.0,48.0,2.0,2.0,2.0
13527,58.0,189.0,0.5,3.0,2.0
13528,5.0,5.0,1.0,1.0,2.0
13529,1.0,1.0,2.0,1.0,1.0
13530,47.0,55.0,4.0,5.0,5.0
13531,5.0,5.0,3.0,3.0,3.0
13532,1.0,1.0,1.5,1.0,1.0
13533,76.0,110.0,1.0,2.0,3.0
13534,1.0,1.0,1.0,1.0,1.0
13535,1.0,1.0,1.5,1.9,2.3
13536,15.0,16.0,1.0,1.0,2.0
13537,27.0,46.0,1.0,1.0,1.0
13538,1.0,1.0,1.0,1.0,2.0
13539,53.0,74.0,1.0,2.0,2.0
13540,37.0,291.0,2.0,2.0,2.0
13541,48.0,68.0,1.0,1.0,1.0
13542,48.0,68.0,1.0,1.0,1.0
13543,1.0,2.0,1.5,1.9,2.3
13544,3.0,3.0,2.0,2.0,3.0
13545,40.0,44.0,1.0,2.0,3.0
13546,3.0,3.0,1.5,1.9,2.3
13547,59.0,65.0,2.0,2.0,0.0
13548,3.0,3.0,1.0,2.0,4.0
13549,237.0,354.0,2.0,2.0,2.0
13550,237.0,354.0,2.5,3.0,4.0
13551,237.0,354.0,1.5,2.0,2.3
13552,2.0,2.0,1.0,1.0,4.0
13553,28.0,33.0,2.5,3.0,4.0
13554,1.0,2.0,2.0,3.0,3.0
13555,1.0,1.0,1.5,1.9,2.3
13556,41.0,43.0,1.0,1.0,2.0
13557,1.0,3.0,1.5,1.0,2.3
13558,1.0,1.0,1.0,1.0,0.0
13559,78.0,111.0,2.5,4.0,4.0
13560,1.0,2.0,1.5,4.0,2.3
13561,10.0,10.0,1.0,1.0,1.0
13562,1.0,1.0,2.5,4.0,4.0
13563,47.0,104.0,1.0,0.0,1.0
13564,1.0,1.0,1.0,1.0,1.0
13565,1.0,1.0,2.0,2.0,2.0
13566,23.0,61.0,2.0,2.0,8.0
13567,237.0,354.0,2.5,3.0,4.0
13568,51.0,101.0,1.0,1.0,1.0
13569,76.0,110.0,2.0,3.0,5.0
13570,41.0,50.0,1.0,2.0,2.0
13571,1.0,1.0,1.0,1.0,0.0
13572,2.0,7.0,1.0,1.0,1.0
13573,2.0,5.0,1.0,1.0,1.0
13574,1.0,1.0,1.0,1.0,1.0
13575,105.0,141.0,1.0,1.0,2.0
13576,6.0,6.0,1.0,1.0,1.0
13577,1.0,1.0,1.0,2.0,0.0
13578,2.0,2.0,1.0,1.0,1.0
13579,105.0,141.0,2.0,2.0,2.0
13580,1.0,1.0,1.5,1.0,2.3
13581,1.0,1.0,1.0,1.0,1.0
13582,4.0,4.0,1.0,1.0,1.0
13583,10.0,10.0,1.0,1.0,1.0
13584,7.0,16.0,1.0,2.0,2.0
13585,1.0,1.0,2.0,2.0,3.0
13586,4.0,5.0,2.5,3.0,6.0
13587,5.0,13.0,1.0,1.0,2.0
13588,17.0,18.0,1.5,1.0,2.3
13589,1.0,1.0,1.5,4.0,2.3
13590,15.0,18.0,1.5,2.0,2.3
13591,1.0,1.0,1.5,3.0,5.0
13592,54.0,59.0,2.0,2.0,3.0
13593,54.0,59.0,1.0,2.0,3.0
13594,1.0,2.0,2.0,3.0,3.0
13595,48.0,68.0,1.0,0.0,1.0
13596,48.0,68.0,1.0,2.0,3.0
13597,5.0,5.0,1.5,1.9,2.3
13598,11.0,94.0,2.0,2.0,2.0
13599,5.0,5.0,1.5,1.0,2.3
13600,3.0,3.0,1.5,1.9,2.3
13601,1.0,1.0,1.5,1.0,2.3
13602,1.0,2.0,1.0,1.0,1.0
13603,70.0,73.0,1.0,1.0,1.0
13604,17.0,18.0,1.0,2.0,2.0
13605,5.0,6.0,1.5,1.9,2.3
13606,2.0,2.0,2.0,2.0,4.0
13607,41.0,54.0,2.0,3.0,4.0
13608,129.0,168.0,2.0,2.0,0.0
13609,129.0,168.0,2.5,3.0,4.0
13610,54.0,66.0,1.0,1.0,1.0
13611,4.0,6.0,2.5,6.0,6.0
13612,11.0,13.0,3.0,4.0,4.0
13613,5.0,5.0,1.5,1.9,2.3
13614,5.0,5.0,1.5,1.9,2.3
13615,1.0,1.0,1.0,1.0,2.0
13616,17.0,18.0,1.0,1.0,0.0
13617,16.0,18.0,3.0,4.0,5.0
13618,1.0,2.0,1.5,4.0,2.3
13619,1.0,2.0,1.0,3.0,4.0
13620,15.0,16.0,1.0,1.0,0.0
13621,109.0,115.0,1.0,1.0,1.0
13622,9.0,14.0,1.0,1.0,1.0
13623,2.0,2.0,1.0,1.0,1.0
13624,60.0,97.0,1.0,0.0,2.0
13625,180.0,226.0,3.0,1.0,1.0
13626,70.0,73.0,1.0,1.0,1.0
13627,1.0,2.0,1.0,1.0,1.0
13628,2.0,2.0,1.5,2.0,2.3
13629,32.0,92.0,2.0,4.0,4.0
13630,18.0,26.0,1.0,1.0,2.0
13631,1.0,1.0,1.0,3.0,3.0
13632,1.0,1.0,1.0,2.0,2.0
13633,109.0,115.0,1.0,2.0,3.0
13634,30.0,31.0,1.0,1.0,1.0
13635,32.0,37.0,2.0,3.0,3.0
13636,3.0,3.0,1.0,1.0,1.0
13637,1.0,3.0,0.5,1.0,1.0
13638,2.0,7.0,1.0,0.0,0.0
13639,17.0,19.0,2.0,2.0,0.0
13640,3.0,6.0,1.0,1.0,1.0
13641,2.0,2.0,2.0,2.0,2.0
13642,1.0,1.0,1.0,1.0,1.0
13643,4.0,4.0,2.0,2.0,2.0
13644,1.0,2.0,1.5,1.0,2.3
13645,6.0,6.0,1.0,2.0,2.0
13646,46.0,132.0,2.0,2.0,2.0
13647,30.0,33.0,1.0,2.0,3.0
13648,1.0,2.0,2.0,3.0,3.0
13649,85.0,102.0,4.0,4.0,5.0
13650,1.0,1.0,1.0,1.0,1.0
13651,3.0,9.0,2.0,1.0,0.0
13652,2.0,3.0,1.0,1.0,0.0
13653,1.0,1.0,3.0,3.0,3.0
13654,1.0,1.0,1.0,1.0,1.0
13655,1.0,1.0,2.5,3.0,1.0
13656,1.0,2.0,2.0,3.0,4.0
13657,13.0,19.0,1.0,1.0,1.0
13658,1.0,3.0,3.5,3.0,0.0
13659,1.0,1.0,3.0,4.0,4.0
13660,1.0,1.0,1.0,1.0,1.0
13661,1.0,1.0,2.0,1.0,1.0
13662,3.0,4.0,2.0,2.0,7.0
13663,1.0,1.0,3.5,5.0,5.0
13664,1.0,1.0,1.5,1.0,2.3
13665,1.0,3.0,2.0,2.0,2.0
13666,3.0,4.0,1.5,1.0,2.3
13667,15.0,19.0,2.5,3.0,3.0
13668,15.0,19.0,2.0,3.0,3.0
13669,68.0,97.0,1.0,2.0,2.0
13670,1.0,1.0,1.0,1.0,1.0
13671,4.0,4.0,1.0,1.0,0.0
13672,32.0,37.0,1.0,2.0,2.0
13673,32.0,92.0,1.0,2.0,0.0
13674,1.0,2.0,1.0,2.0,2.0
13675,15.0,30.0,2.0,2.0,3.0
13676,2.0,2.0,0.0,2.0,2.0
13677,1.0,3.0,1.0,2.0,0.0
13678,1.0,4.0,1.0,2.0,2.0
13679,1.0,1.0,1.0,1.0,1.0
13680,4.0,7.0,1.0,1.0,1.0
13681,3.0,3.0,1.5,2.0,2.3
13682,1.0,2.0,1.0,1.0,1.0
13683,1.0,1.0,1.0,1.9,1.0
13684,1.0,3.0,1.0,1.0,1.0
13685,9.0,12.0,1.5,3.0,2.3
13686,3.0,3.0,1.5,2.0,2.3
13687,1.0,1.0,0.0,1.0,1.0
13688,75.0,330.0,1.0,0.0,2.0
13689,75.0,330.0,1.0,0.0,2.0
13690,1.0,1.0,1.0,1.0,1.0
13691,2.0,4.0,1.0,1.0,1.0
13692,75.0,330.0,1.0,0.0,1.0
13693,3.0,3.0,1.5,1.9,2.3
13694,18.0,73.0,1.0,1.0,0.0
13695,25.0,66.0,2.5,3.0,3.0
13696,4.0,4.0,1.0,1.0,1.0
13697,78.0,84.0,1.5,4.0,5.0
13698,23.0,61.0,1.0,2.0,3.0
13699,63.0,238.0,1.0,1.0,1.0
13700,9.0,14.0,1.5,4.0,2.3
13701,1.0,1.0,1.0,1.0,0.0
13702,2.0,2.0,1.0,2.0,4.0
13703,82.0,104.0,1.0,1.0,1.0
13704,29.0,33.0,2.0,3.0,4.0
13705,1.0,1.0,1.0,1.0,1.0
13706,1.0,1.0,1.0,1.0,0.0
13707,1.0,1.0,2.0,2.0,2.0
13708,1.0,3.0,1.5,2.0,2.0
13709,48.0,68.0,1.0,1.0,1.0
13710,78.0,111.0,2.5,4.0,5.0
13711,1.0,1.0,2.0,1.0,2.0
13712,1.0,4.0,2.0,3.0,0.0
13713,1.0,1.0,1.0,1.0,1.0
13714,4.0,5.0,2.0,3.0,3.0
13715,1.0,1.0,3.5,4.0,6.0
13716,28.0,33.0,3.0,4.0,6.0
13717,29.0,33.0,1.0,1.0,1.0
13718,2.0,8.0,1.0,1.0,1.0
13719,2.0,3.0,1.0,1.0,1.0
13720,37.0,113.0,3.0,5.0,5.0
13721,41.0,54.0,2.0,2.0,2.0
13722,30.0,31.0,1.0,1.0,2.0
13723,76.0,110.0,2.0,2.0,3.0
13724,1.0,1.0,2.0,2.0,2.0
13725,1.0,1.0,1.5,3.0,2.3
13726,30.0,33.0,2.0,4.0,4.0
13727,40.0,44.0,1.5,2.0,4.0
13728,30.0,31.0,2.0,3.0,4.0
13729,1.0,1.0,1.5,1.0,2.3
13730,5.0,5.0,1.5,1.0,2.3
13731,14.0,47.0,1.0,1.0,0.0
13732,1.0,2.0,1.5,1.0,2.3
13733,76.0,110.0,1.0,2.0,3.0
13734,1.0,2.0,1.0,1.0,1.0
13735,1.0,1.0,2.0,2.0,2.0
13736,8.0,8.0,2.0,2.0,3.0
13737,59.0,65.0,1.0,2.0,2.0
13738,1.0,4.0,1.0,2.0,2.0
13739,59.0,65.0,1.0,1.0,1.0
13740,2.0,7.0,1.0,1.0,1.0
13741,4.0,9.0,3.0,5.0,5.0
13742,48.0,68.0,1.0,0.0,2.0
13743,1.0,1.0,2.5,4.0,6.0
13744,47.0,104.0,2.0,3.0,4.0
13745,1.0,1.0,1.5,1.0,2.3
13746,2.0,2.0,1.0,1.0,1.0
13747,1.0,1.0,1.0,2.0,2.0
13748,76.0,101.0,2.0,3.0,4.0
13749,4.0,5.0,1.5,1.9,2.3
13750,82.0,104.0,1.5,1.0,2.3
13751,180.0,226.0,2.0,1.0,1.0
13752,180.0,226.0,2.0,1.0,1.0
13753,25.0,74.0,1.5,2.0,2.3
13754,2.0,2.0,1.5,1.9,2.3
13755,180.0,226.0,1.0,1.0,1.0
13756,1.0,1.0,2.0,4.0,4.0
13757,1.0,3.0,1.0,1.0,1.0
13758,1.0,1.0,1.0,1.0,1.0
13759,25.0,74.0,2.0,2.0,0.0
13760,20.0,24.0,1.0,1.0,2.0
13761,62.0,217.0,1.0,3.0,4.0
13762,25.0,74.0,2.0,2.0,0.0
13763,3.0,4.0,1.0,1.0,1.0
13764,78.0,111.0,1.5,2.0,2.3
13765,1.0,2.0,1.0,1.0,1.0
13766,28.0,35.0,1.0,1.0,1.0
13767,2.0,2.0,1.0,1.0,1.0
13768,30.0,33.0,3.0,4.0,5.0
13769,1.0,1.0,1.0,1.0,1.0
13770,11.0,11.0,1.0,1.0,1.0
13771,7.0,12.0,1.0,1.0,1.0
13772,1.0,1.0,2.0,3.0,3.0
13773,5.0,5.0,1.5,2.0,2.3
13774,17.0,18.0,1.0,1.0,0.0
13775,129.0,168.0,2.0,2.0,2.0
13776,14.0,47.0,1.5,1.0,2.3
13777,1.0,1.0,1.0,1.0,1.0
13778,105.0,141.0,1.0,0.0,2.0
13779,4.0,4.0,1.5,2.0,2.0
13780,4.0,4.0,1.5,1.9,2.3
13781,2.0,2.0,1.0,1.0,2.0
13782,51.0,161.0,3.0,4.0,4.0
13783,1.0,2.0,1.5,3.0,0.0
13784,13.0,16.0,1.0,1.0,1.0
13785,180.0,226.0,2.0,1.0,2.0
13786,2.0,2.0,1.0,1.0,1.0
13787,41.0,54.0,2.0,3.0,5.0
13788,9.0,16.0,1.5,1.0,2.3
13789,82.0,93.0,1.0,1.0,1.0
13790,2.0,6.0,1.5,1.9,2.3
13791,78.0,84.0,1.0,1.0,2.0
13792,180.0,226.0,2.0,1.0,1.0
13793,11.0,11.0,1.0,1.0,2.0
13794,82.0,104.0,2.0,2.0,2.0
13795,23.0,61.0,1.0,2.0,5.0
13796,1.0,1.0,1.5,1.0,1.0
13797,51.0,101.0,1.0,2.0,2.0
13798,49.0,58.0,2.0,3.0,3.0
13799,4.0,5.0,2.0,2.0,3.0
13800,1.0,1.0,1.5,1.0,2.0
13801,17.0,22.0,2.0,2.0,2.0
13802,18.0,19.0,1.0,1.0,1.0
13803,18.0,19.0,2.0,1.0,2.0
13804,1.0,1.0,2.0,3.0,4.0
13805,60.0,97.0,3.0,3.0,4.0
13806,12.0,15.0,1.0,2.0,2.0
13807,115.0,120.0,2.0,2.0,2.0
13808,1.0,1.0,1.5,3.0,3.0
13809,180.0,226.0,1.0,1.0,1.0
13810,1.0,1.0,1.0,1.0,1.0
13811,33.0,111.0,1.5,3.0,3.0
13812,1.0,1.0,1.0,1.0,1.0
13813,1.0,2.0,2.0,2.0,3.0
13814,18.0,19.0,2.0,1.0,1.0
13815,18.0,19.0,2.0,1.0,1.0
13816,4.0,6.0,1.0,0.0,1.0
13817,1.0,1.0,1.0,2.0,3.0
13818,1.0,1.0,1.0,2.0,2.0
13819,56.0,69.0,2.0,2.0,0.0
13820,96.0,184.0,1.5,6.0,2.3
13821,1.0,1.0,1.0,1.0,1.0
13822,68.0,87.0,1.0,2.0,0.0
13823,6.0,15.0,1.0,1.0,1.0
13824,5.0,19.0,2.0,2.0,2.0
13825,115.0,120.0,1.0,1.0,1.0
13826,5.0,8.0,2.5,5.0,8.0
13827,1.0,4.0,1.0,1.0,0.0
13828,5.0,8.0,2.5,5.0,6.0
13829,40.0,44.0,1.0,0.0,2.0
13830,2.0,4.0,1.0,1.0,1.0
13831,1.0,1.0,1.0,2.0,3.0
13832,1.0,1.0,1.0,1.0,2.0
13833,1.0,5.0,3.0,5.0,1.0
13834,66.0,89.0,1.0,2.0,2.0
13835,1.0,2.0,1.5,4.0,2.3
13836,16.0,16.0,1.0,1.0,1.0
13837,16.0,16.0,1.0,1.0,1.0
13838,2.0,2.0,2.0,2.0,0.0
13839,1.0,1.0,1.0,1.0,1.0
13840,1.0,4.0,1.0,1.0,1.0
13841,38.0,61.0,2.0,4.0,5.0
13842,1.0,1.0,1.5,1.0,2.3
13843,2.0,2.0,2.0,3.0,3.0
13844,1.0,1.0,1.0,1.0,1.0
13845,1.0,1.0,1.5,1.0,2.3
13846,5.0,11.0,1.5,3.0,3.0
13847,29.0,36.0,2.0,2.0,2.0
13848,1.0,1.0,1.5,1.0,2.3
13849,109.0,115.0,1.0,2.0,2.0
13850,1.0,1.0,1.5,3.0,2.3
13851,6.0,6.0,1.0,1.0,0.0
13852,25.0,66.0,1.0,2.0,2.0
13853,1.0,1.0,1.0,1.0,1.0
13854,3.0,3.0,2.0,3.0,3.0
13855,1.0,1.0,1.0,2.0,3.0
13856,3.0,4.0,1.0,1.0,2.0
13857,2.0,12.0,1.0,1.0,1.0
13858,35.0,68.0,1.5,4.0,2.3
13859,105.0,141.0,1.0,1.0,1.0
13860,1.0,1.0,1.0,1.0,1.0
13861,68.0,87.0,2.0,5.0,10.0
13862,2.0,2.0,1.0,2.0,2.0
13863,46.0,160.0,1.0,2.0,5.0
13864,1.0,1.0,1.0,3.0,2.0
13865,28.0,35.0,1.0,1.0,1.0
13866,25.0,66.0,1.5,2.0,2.3
13867,1.0,2.0,1.0,1.0,1.0
13868,1.0,2.0,3.0,5.0,5.0
13869,70.0,73.0,1.0,1.0,1.0
13870,3.0,3.0,1.5,2.0,2.3
13871,237.0,354.0,1.0,3.0,4.0
13872,1.0,1.0,1.0,1.0,1.0
13873,1.0,1.0,3.0,5.0,5.0
13874,1.0,2.0,1.0,1.0,2.0
13875,55.0,85.0,2.0,2.0,2.0
13876,3.0,3.0,1.0,3.0,3.0
13877,105.0,141.0,0.5,1.0,2.0
13878,2.0,3.0,1.0,2.0,2.0
13879,35.0,68.0,2.0,2.0,2.0
13880,2.0,3.0,2.0,2.0,2.0
13881,10.0,14.0,1.0,1.0,1.0
13882,231.0,279.0,1.0,0.0,0.0
13883,231.0,279.0,2.0,3.0,3.0
13884,2.0,2.0,3.0,4.0,4.0
13885,55.0,85.0,2.5,4.0,5.0
13886,11.0,94.0,1.0,1.0,1.0
13887,1.0,4.0,1.0,3.0,5.0
13888,19.0,25.0,2.0,1.0,1.0
13889,1.0,1.0,1.5,2.0,2.3
13890,1.0,2.0,1.0,2.0,2.0
13891,5.0,6.0,1.0,1.0,1.0
13892,1.0,2.0,1.5,1.9,2.3
13893,1.0,1.0,1.0,1.0,2.0
13894,6.0,6.0,0.0,1.0,1.0
13895,1.0,2.0,1.0,2.0,2.0
13896,31.0,67.0,2.0,2.0,4.0
13897,6.0,6.0,0.0,1.0,1.0
13898,6.0,6.0,0.0,1.0,3.0
13899,6.0,6.0,0.0,1.0,1.0
13900,30.0,31.0,3.5,4.0,5.0
13901,49.0,58.0,1.0,1.0,1.0
13902,49.0,58.0,1.0,2.0,3.0
13903,1.0,1.0,1.0,2.0,3.0
13904,13.0,13.0,1.5,3.0,2.3
13905,1.0,27.0,1.0,3.0,1.0
13906,1.0,3.0,1.0,2.0,3.0
13907,26.0,31.0,2.0,3.0,5.0
13908,5.0,5.0,1.5,1.0,2.3
13909,1.0,1.0,2.5,3.0,3.0
13910,3.0,3.0,1.0,1.0,1.0
13911,2.0,2.0,1.5,2.0,6.0
13912,76.0,101.0,2.0,3.0,4.0
13913,1.0,3.0,3.0,5.0,4.0
13914,1.0,1.0,2.0,5.0,12.0
13915,15.0,25.0,1.0,2.0,2.0
13916,66.0,89.0,3.0,4.0,5.0
13917,14.0,14.0,2.0,3.0,6.0
13918,2.0,6.0,3.0,3.0,4.0
13919,4.0,4.0,1.5,1.9,2.3
13920,37.0,291.0,1.0,3.0,4.0
13921,1.0,5.0,3.0,4.0,4.0
13922,3.0,6.0,1.0,1.0,1.0
13923,2.0,2.0,2.0,2.0,1.0
13924,9.0,16.0,2.0,3.0,4.0
13925,2.0,2.0,1.0,1.0,1.0
13926,9.0,16.0,2.0,3.0,4.0
13927,2.0,2.0,1.0,1.0,1.0
13928,2.0,3.0,1.0,2.0,2.0
13929,14.0,14.0,2.0,4.0,8.0
13930,1.0,2.0,0.5,1.0,1.0
13931,6.0,6.0,2.5,4.0,5.0
13932,6.0,6.0,3.0,4.0,4.0
13933,2.0,2.0,1.0,2.0,2.0
13934,51.0,161.0,1.0,2.0,2.0
13935,19.0,21.0,1.0,1.0,1.0
13936,3.0,3.0,1.0,1.0,1.0
13937,1.0,1.0,1.0,2.0,3.0
13938,6.0,6.0,1.5,1.9,2.3
13939,18.0,18.0,1.0,1.0,1.0
13940,96.0,184.0,1.5,1.0,2.3
13941,115.0,120.0,1.5,3.0,2.3
13942,109.0,166.0,2.0,3.0,4.0
13943,1.0,1.0,1.0,2.0,3.0
13944,204.0,827.0,1.0,0.0,3.0
13945,1.0,1.0,0.5,1.0,1.0
13946,1.0,3.0,1.0,2.0,2.0
13947,1.0,1.0,1.0,1.0,2.0
13948,14.0,14.0,2.0,4.0,8.0
13949,4.0,9.0,1.0,3.0,3.0
13950,1.0,1.0,1.0,1.0,2.0
13951,1.0,2.0,2.0,3.0,4.0
13952,76.0,110.0,3.0,4.0,6.0
13953,237.0,354.0,2.0,3.0,3.0
13954,9.0,16.0,1.0,0.0,1.0
13955,1.0,2.0,1.0,2.0,3.0
13956,115.0,120.0,1.0,1.0,1.0
13957,9.0,9.0,1.5,3.0,4.0
13958,76.0,101.0,2.0,2.0,2.0
13959,1.0,2.0,1.0,1.0,1.0
13960,4.0,6.0,1.0,2.0,2.0
13961,37.0,291.0,1.0,1.0,1.0
13962,28.0,35.0,1.5,3.0,5.0
13963,70.0,73.0,1.0,1.0,1.0
13964,1.0,3.0,2.0,1.0,1.0
13965,4.0,4.0,1.5,2.0,2.3
13966,3.0,5.0,2.0,5.0,6.0
13967,2.0,3.0,1.0,2.0,1.0
13968,1.0,1.0,1.0,1.0,1.0
13969,1.0,1.0,1.0,2.0,2.0
13970,1.0,1.0,1.0,1.0,1.0
13971,26.0,28.0,1.0,1.0,2.0
13972,24.0,24.0,1.5,2.0,5.0
13973,2.0,2.0,2.0,4.0,6.0
13974,7.0,10.0,1.0,2.0,3.0
13975,14.0,14.0,1.0,1.0,2.0
13976,19.0,21.0,2.0,2.0,3.0
